       0.116440     0.005000
       0.108480     0.005000
       0.100520     0.005000
       0.092560     0.005000
       0.084600     0.005000
       0.076640     0.005000
       0.068680     0.005000
       0.060720     0.005000
       0.052760     0.005000
       0.044800     0.005000
       0.036840     0.005000
       0.028880     0.005000
       0.020920     0.005000
       0.012960     0.005000
       0.005000     0.005000
       0.003706     0.004830
       0.002500     0.004330
       0.001464     0.003536
       0.000670     0.002500
       0.000170     0.001294
       0.000000     0.000000
       0.000170    -0.001294
       0.000670    -0.002500
       0.001464    -0.003536
       0.002500    -0.004330
       0.003706    -0.004830
       0.005000    -0.005000
       0.012960    -0.005000
       0.020920    -0.005000
       0.028880    -0.005000
       0.036840    -0.005000
       0.044800    -0.005000
       0.052760    -0.005000
       0.060720    -0.005000
       0.068680    -0.005000
       0.076640    -0.005000
       0.084600    -0.005000
       0.092560    -0.005000
       0.100520    -0.005000
       0.108480    -0.005000
       0.116440    -0.005000
       0.124400    -0.005000
       0.132360    -0.005000
       0.140320    -0.005000
       0.148280    -0.005000
       0.156240    -0.005000
       0.164200    -0.005000
       0.172160    -0.005000
       0.180120    -0.005000
       0.188080    -0.005000
       0.196040    -0.005000
       0.204000    -0.005000
       0.211960    -0.005000
       0.219920    -0.005000
       0.227880    -0.005000
       0.235840    -0.005000
       0.243800    -0.005000
       0.251760    -0.005000
       0.259720    -0.005000
       0.267680    -0.005000
       0.275640    -0.005000
       0.283600    -0.005000
       0.291560    -0.005000
       0.299520    -0.005000
       0.307480    -0.005000
       0.315440    -0.005000
       0.323400    -0.005000
       0.331360    -0.005000
       0.339320    -0.005000
       0.347280    -0.005000
       0.355240    -0.005000
       0.363200    -0.005000
       0.371160    -0.005000
       0.379120    -0.005000
       0.387080    -0.005000
       0.395040    -0.005000
       0.403000    -0.005000
       0.410960    -0.005000
       0.418920    -0.005000
       0.426880    -0.005000
       0.434840    -0.005000
       0.442800    -0.005000
       0.450760    -0.005000
       0.458720    -0.005000
       0.466680    -0.005000
       0.474640    -0.005000
       0.482600    -0.005000
       0.490560    -0.005000
       0.498520    -0.005000
       0.506480    -0.005000
       0.514440    -0.005000
       0.522400    -0.005000
       0.530360    -0.005000
       0.538320    -0.005000
       0.546280    -0.005000
       0.554240    -0.005000
       0.562200    -0.005000
       0.570160    -0.005000
       0.578120    -0.005000
       0.586080    -0.005000
       0.594040    -0.005000
       0.602000    -0.005000
       0.609960    -0.005000
       0.617920    -0.005000
       0.625880    -0.005000
       0.633840    -0.005000
       0.641800    -0.005000
       0.649760    -0.005000
       0.657720    -0.005000
       0.665680    -0.005000
       0.673640    -0.005000
       0.681600    -0.005000
       0.689560    -0.005000
       0.697520    -0.005000
       0.705480    -0.005000
       0.713440    -0.005000
       0.721400    -0.005000
       0.729360    -0.005000
       0.737320    -0.005000
       0.745280    -0.005000
       0.753240    -0.005000
       0.761200    -0.005000
       0.769160    -0.005000
       0.777120    -0.005000
       0.785080    -0.005000
       0.793040    -0.005000
       0.801000    -0.005000
       0.808960    -0.005000
       0.816920    -0.005000
       0.824880    -0.005000
       0.832840    -0.005000
       0.840800    -0.005000
       0.848760    -0.005000
       0.856720    -0.005000
       0.864680    -0.005000
       0.872640    -0.005000
       0.880600    -0.005000
       0.888560    -0.005000
       0.896520    -0.005000
       0.904480    -0.005000
       0.912440    -0.005000
       0.920400    -0.005000
       0.928360    -0.005000
       0.936320    -0.005000
       0.944280    -0.005000
       0.952240    -0.005000
       0.960200    -0.005000
       0.968160    -0.004802
       0.976120    -0.004208
       0.984080    -0.003218
       0.992040    -0.001832
       1.000000    -0.000050
